release_id,input,output,meaning,num_cognates,cognate_set_id,source,pos,pokorny_ref
train-27f81ee836101210-01,[hit] 𒆪𒅕𒈪 [hit] 𒆪𒂊𒅕𒍣 [hit] 𒆪𒂊𒅕𒋫 [xlu] kuwarti [prg] kūra [cym] peri [cym] paraf,*kʷért,"to do, make, build",7,,kaikki,verb,
train-3ce0a8d49cf1f46e-01,[umb] purtatu [nea] purtà [ita] portare [fri] puartâ [lad] porté [old] porter [ang] porter [fra] porter [wal] pwèrter [fra] portâ [cat] portar [sar] trasportare [old] portar [old] portar [dal] portúr [meg] purtári [mil] purtàa,*per-,nan,17,5343.0,iecor,nan,
train-c49acfe866ce542d-01,[lit] -ỹs [lit] -ias [lit] -jas [grc] -ιος [lat] -ius [san] -य [ave] -𐬌𐬌𐬀 [ave] 𐬵𐬀𐬊𐬨𐬌𐬌𐬀 [ave] 𐬵𐬀𐬊𐬨𐬀,*-yós,Creates adjectives from noun stems.,9,,kaikki,suffix,
train-0b752f2f7829bf51-01,[sqi] qetë [lit] pašiltas [gle] cleith [mid] lith [grc] ἄκλῐτος [san] श्रित [ave] 𐬯𐬭𐬌𐬙𐬀,*ḱlitós,"leaning, sloped, inclined",7,,kaikki,adj,
train-04c26dc5e9e5afb2-01,[dan] give [nld] geven [eng] give [far] geva [fle] geven [deu] geben [isl] gefa [nob] gi [swe] ge [lux] ginn [fri] jaan [elf] djävå [old] giva [deu] gäh [goh] geban [old] ieva [mid] geben [ang] ġiefan [old] geƀan [mid] gheven [old] gefa [got] giban [nor] gje,*gʰebʰ-,nan,23,228.0,iecor,nan,
train-0449ca9f49f24504-01,[sqi] rosë [lit] ántis [prg] antis [grc] νῆσσα [grc] νῆττα [grc] νᾶσσα [san] आति [lat] anas,*h₂énh₂ts,duck,8,,kaikki,noun,
train-46e16107068c973a-01,[lit] piemuõ [gmy] 𐀡𐀕 [grc] ποιμήν,*poh₂imḗn,shepherd,3,,kaikki,noun,
train-d36d2f5ef23154bd-01,[grc] ὄλλῡμι [lat] aboleō [lat] dēleō [grc] ὄλεθρος [lav] pult [lit] pulti [prg] aupallai [grc] ἀπόλλῡμι [hit] hu-ul-la-a-i [xcl] աղէտ [xcl] աղունք [xcl] եղեռն [xcl] եղծ [bre] ol-buid [sga] el-tes [grc] ὀλοός,*h₃elh₁-,"to fall, to collapse, to destroy/be destroyed",17,,kaikki,root,
train-dd090496685b8ccd-01,[lit] bė́ras [lav] bȩ̃rs [grc] φρῡ́νη [hin] भूरा [xcl] բորենի,*bʰerH-,brown,6,,kaikki,root,
train-dc91167a9dfc9667-01,"[bre] dislonkã, dislonk-",*sleu̯k-,nan,1,3076.0,iecor,nan,
train-affac0a575c2063d-01,[san] ánti [pal] antika,*h₂ent-,nan,2,4397.0,iecor,nan,
train-9795e3720fa3bcb5-01,[lat] dolō [lat] doleō [lav] dalīt [lit] dalyti [hit] ta-al-li-ya [lyc] 𐊗𐊁𐊍𐊆𐊜𐊀 [lat] dolor [grc] δαίδαλος [grc] δαιδάλεος [grc] δαιδάλλω [cym] delw [gle] dealbh [gla] dealbh [xcl] ատաղձ [lat] dolium [san] दल [san] दाल,*delh₁-,"to split, divide",19,,kaikki,root,
train-748eafe74af0b68a-01,"[gae] loisg [sga] loiscid [old] loscim*, lescsit [mid] lesquiff [bre] loskein, losk- [cym] llosgi [gae] lostey [mid] llosgi [mid] lesky [lat] leski",*leh₂p-,nan,10,979.0,iecor,nan,
train-0df5ccce166a503c-01,[xcl] ետ [grc] ἔδομεν [san] अदात् [ave] 𐬛𐬁𐬝,*déh₃t,to give,4,,kaikki,verb,
train-6ea00554b0b49e14-01,[ell] kofterós [ell] kofterós [ell] kofterós [ell] kofteró,*(s)kep-,nan,4,1582.0,iecor,nan,
train-bfa5b82613728376-01,[mkd] klìn,*kelh₂-,nan,1,7765.0,iecor,nan,
train-1a50d8e7d2ce132e-01,[lav] viest [lit] vei̇̃sti [ave] 𐬬𐬋𐬌𐬲𐬛𐬀𐬝 [san] विड्ढि [lit] vi̇̀sti [lat] vireō [san] विवेष्टि [sqi] vesh [lit] vai̇̃sius [prg] wēisin [ang] wīse [mid] wēse [mid] wisch [deu] Wiese [nor] veis,*weys-,"to raise, increase, to produce, procreate",15,,kaikki,root,
train-a7c5224886a3563f-01,[ave] 𐬀𐬌𐬌𐬀𐬭𐬆,*h₂ey-,"day, morning",1,,kaikki,root,
train-cf8d71000006d6a0-01,[sin] am̆baranavā,*bʰer-,nan,1,7643.0,iecor,nan,
train-8fe88c19b7e59f70-01,[lit] žel̃vas,*ǵʰelh₃wós,"green, yellow",1,,kaikki,adj,
train-1a32e92d82115127-01,[hyw] amp [hye] amp [ell] sýnnefo [lit] debesìs [fas] abr [grc] néphos [kur] ewr [xcl] amp [kas] abor [kho] pryaurä [ell] nephélē [mid] abr [ell] néfos [ell] sýnnofo [ell] néfä [ell] šýnnefa [pal] áabru [oss] ævraǧ [bak] awr [tat] abr [maz] abr [del] owr [lar] abr [bal] abr [kur] hāwr [sog] parīβē [khw] bīrβik [kur] awr [haw] hawr [gaw] albena [raj] aʋr [kam] nir′u [kât] nâr′u [kât] nâr′u [kal] nâli [kur] hawr,*nebʰ-,nan,36,579.0,iecor,nan,
train-3fafd773b5bff924-01,[xlu] manā-,*?*mneh₂-,nan,1,5272.0,iecor,nan,
train-a21e64587b58bcfe-01,[sqi] grua [aln] gru(e) [sqi] grua,*g̑erh₂-,nan,3,513.0,iecor,nan,
train-8550b8397c4149bf-01,[lav] sarkans [lat] sorkons,*?*ser-,nan,2,1871.0,iecor,nan,
train-6898fb786e8a8291-01,[old] llevar [spa] llevar [por] levar,*h₁legʰ-,nan,3,6363.0,iecor,nan,
train-2875afbb0b52a7cc-01,[grc] ἔκῡσᾰ [san] अश्वत् [ave] 𐬯𐬏𐬌𐬛𐬌𐬌𐬁𐬌 [san] शूशुवुर् [grc] κῠ́ω [grc] κυέω [lat] inciēns [san] शिशु [grc] κῦμα [grc] ἀκύμων [sga] cúan [ang] hūnþyrel [mid] hune [isl] húnn [nor] hun [nor] hune [san] शून [grc] κῦρος [grc] κύριος [san] शवस् [ave] 𐬯𐬀𐬎𐬎𐬀 [san] शुष्म [san] शूष [mid] cyw [san] शम् [san] शुन [ave] 𐬯𐬞𐬇𐬧 [san] शू,*ḱewh₁-,"to swell, to be strong",29,,kaikki,root,
train-2936c761fb8f71c9-01,[hye] նոր,*néwos,new,1,,kaikki,adj,
train-73d9b1ff8cd8b706-01,[hit] 𒁺𒌓𒋻𒊑𒄿𒀀𒋾𒄿𒀀𒀸 [lyc] 𐊋𐊂𐊀𐊗𐊕𐊀 [hye] դուստր,*dʰugh₂tḗr,daughter,3,,kaikki,noun,
train-20aec57d465744e7-01,[hit] ḫulle- / ḫull-,*h₂u̯elh₁-,nan,1,5389.0,iecor,nan,
train-d5c22fd4fd013b09-01,[old] oren,*kreh₁(i̯)-,nan,1,2597.0,iecor,nan,
train-4852e636b0622554-01,[vâs] y′üs [kam] ′üs [kât] i′us [kât] i′us [kal] ius,*i̯eu̯-,nan,5,6650.0,iecor,nan,
train-b6818bd7ff3ced2e-01,[sqi] trim [xcl] թոռն [lit] tar̃nas [grc] τέρυ [grc] τέρην [grc] τεράμων [ave] 𐬙𐬀𐬎𐬭𐬎𐬥𐬀 [mid] tarōk [mid] tōrūk [fas] تر [fas] توله [fas] ترانه [lat] tardus [lat] tener [lat] termes,*ter-,"tender, weak, young creature",15,,kaikki,root,
train-f85d331c8db14668-01,[cat] coll [dan] hals [far] hálsur [fle] hals [fra] cou [fri] hals [deu] Hals [isl] háls [ita] collo [lad] col [spa] cuello [swe] hals [wal] cô [lat] collum [lux] Hals [fri] cuel [elf] ås [old] hals [nea] cuollo [old] col [ang] col [fra] kô [old] cuello [deu] Hals [old] col [old] coll [dal] ku̯al [goh] hals [old] hals [mid] hals [ang] heals [old] hals [mid] hals [old] háls [got] hals [mil] còl,*kólso-,nan,36,265.0,iecor,nan,
train-782dae1ccbd2e72d-01,[pas] starga,*h₂ster-,nan,1,29.0,iecor,nan,
train-f3033b1d7968dcb2-01,[hye] էշ,*h₁éḱwos,"stallion, horse",1,,kaikki,noun,
train-bd8162800697fb75-01,[grc] ἄζω [hit] 𒄩𒀀𒋾 [xcl] հօտ [xcl] հատ [got] 𐌰𐍄𐌹𐍃𐌺 [sga] ad [hit] ḫattar [lyc] xadrñna [lat] ador,*h₂ed-,"to dry, grain, barley",10,,kaikki,root,
train-051a1a8b14b02660-01,[gae] maith [sga] maith [gae] mie [old] mat [gau] matu- [mid] mat [bre] mad [bre] mad [gae] math [lat] mâz [mid] vas,*meh₂-,nan,11,1011.0,iecor,nan,
train-fcd102ba33c66722-01,[lit] kùsti [lat] quatiō [grc] πάσσω [gle] cáith [gla] càth,*(s)kweh₁t-,"to churn, stir, shake",5,,kaikki,root,
train-2abf813db13d8e30-01,[grc] ἀλίνω [san] लिनाति,*h₂linéHti,to be smearing,2,,kaikki,verb,
train-ae8bb917b312882c-01,[sog] wāz,*u̯eg̑ʰ-,nan,1,8194.0,iecor,nan,
train-0e5278bdb0d19b1d-01,[bul] červen [bel] čyrvony [ces] červený [sor] cerwjeny [sor] čerwjeny [mkd] crven [pol] czerwony [hbs] crven [slk] červený [ukr] červonij [chu] črĭvljenŭ [pol] carvenĕ [kas] czerwòny [old] czerwony [old] črvený [old] červlenyi [rus] čerlénωj [mkd] čḁrvèn [mkd] čḁrvèn,*kʷr̥mi-,nan,19,1163.0,iecor,nan,
train-41a59f735ee234b2-01,[chu] črěvo [old] čerevo,*(s)ker-,nan,2,2201.0,iecor,nan,
train-e4a4a90006a2e529-01,[aln] gjak [sqi] gjak [sqi] gjak,*sokʷo-,nan,3,364.0,iecor,nan,
train-f02ae08757ce97af-01,[txb] pitke [txb] pittāk [lit] pýti [san] पियान [san] पीवस् [ave] 𐬞𐬍𐬎𐬎𐬀𐬵 [lav] piẽva [lit] pi̇́eva [grc] ποίη [grc] πόᾱ [nld] vei [lat] pinguis [grc] πῑμελή [lat] opīmus [san] पीन [san] पीत,*peyh₂-,"to swell (with milk), to be swollen, fat",17,,kaikki,root,
train-59e92acda630a6d2-01,[kas] gʊb,*gʷelbʰ-,nan,1,4523.0,iecor,nan,
train-4424874a69843893-01,[san] जस्यति [grc] σβέννυμι [san] दसत् [san] जासयति [lav] dzēst [lit] gesýti [lav] dzist [lit] gesti [gle] bás [gla] bàs,*(s)gʷes-,to be extinguished,11,,kaikki,root,
train-16492f52f050218c-01,"[ell] kefáli [grc] kephalḗ [ell] kephalḗ [ell] tžefalī́ [ell] kefalī́, kefáli(n) [ell] kefalī́ [ell] kefál",*gʰebʰh₂l-,nan,7,1494.0,iecor,nan,
train-06a49937d417d675-01,[lit] šlei̇̃vas [lat] clīvus,*ḱleywós,"sloped, curved",3,,kaikki,adj,
train-f4d0cf1b5c718ead-01,[hit] -𒀸𒊭𒊏𒀸,*-sōr,Derives feminine gender stems from roots,1,,kaikki,suffix,
train-1ccae4983d5e3650-01,[hye] hoł [xcl] hoł [hyw] hoł,*pleh₂-,nan,3,5892.0,iecor,nan,
train-3ddfbd137ca41308-01,[hin] le jānā [urd] le jānā [pun] lai jāṇā,*lembʰ-,nan,3,7422.0,iecor,nan,
train-29ae4dcbd105c24c-01,[bul] povr″štam [ces] zvracet [pol] zwracać [slk] vracať [hbs] povraćati [mkd] povraḱa [old] vracěti,*u̯ert-,nan,7,537.0,iecor,nan,
train-420ada8da66f7b4a-01,[bre] moan,*mei̯-,nan,1,8436.0,iecor,nan,
train-32e7bb7f27c7f769-01,[bre] moned ≠ Ø- [cym] mynd [lat] môz,*menH-,nan,3,6550.0,iecor,nan,
train-7b5fcfe9f78fed1b-01,[nob] slåss [far] sláast [isl] slást [elf] slå'ss [swe] slåss [dan] slås [old] slas [old] vega [nor] slåss,*?*slak-,nan,9,2267.0,iecor,nan,
train-cc17507430ca4dd6-01,[lit] skrìsti,*?*(s)krei̯t-,nan,1,9622.0,iecor,nan,
train-e3aae9890605ae9d-01,[ave] 𐬚𐬡𐬆𐬭𐬆𐬯𐬋 [lat] truncus [grc] σύρξ [lat] trux,*twerḱ-,"to carve, cut off, trim",5,,kaikki,root,
train-f4f10e01b3afce8a-01,[lat] flūmen [ita] fiume [old] flueve [ang] flueve [nea] sciummo [old] fluve [mil] fiùm,*bʰleu̯H-,nan,7,2651.0,iecor,nan,
train-50bf77a961123ec1-01,[grc] λύγος [grc] λυγίζω [lat] luctor [san] रुग्ण [lat] luxus [sqi] vlug,*lewg-,to bend,6,,kaikki,root,
train-e6eb46da8bb2c373-01,[san] भरीमन् [grc] φέρετρον [grc] φαρέτρᾱ [san] भरित्र [grc] φέριστος [ave] 𐬠𐬀𐬌𐬭𐬌𐬱𐬙𐬀 [grc] φέρμᾰ [san] भर्मन् [grc] φερνή [xcl] բեռն [lav] bērns [lit] bernas [grc] φέρνιον [txb] preṃtsa [ang] beordor [grc] φέρτρον [lat] forda [grc] φορμός [sqi] barrë [sqi] bark [grc] βάρυκα [lat] fortūna [sga] ad-opair [cym] aberth [bre] aberzh [sqi] bir [xcl] -աւոր [lit] ber̃ždžias [lit] ber̃gždžias [grc] φορεύς [lat] fordus,*bʰer-,"to bear, carry",31,,kaikki,root,
train-0eda5f3351fdc324-01,[lit] spreñgti [sga] lingid,*(s)prengʰ-,to spring,2,,kaikki,root,
train-61be519196f5796a-01,[xto] kärnäṣ* [txb] kärnaṣṣäṃ*,*?*kreu̯-,nan,2,2701.0,iecor,nan,
train-5bdb1ad6420f8105-01,[eng] chawe [eng] chaw [eng] jaw [mid] kauwe [mid] kouwe [deu] Käu [deu] Keu [lat] gingīva [fas] جویدن [pus] ژول [txb] śuwaṃ,*ǵyewh₁-,to chew,13,,kaikki,root,
train-6cb268c8e3b45340-01,[ell] travṓ [ell] travṓ [ell] taurṓ [ell] taurṓ,*tau̯ro-,nan,4,2834.0,iecor,nan,
train-06848eb33b476e18-01,[cat] caure [ita] cadere [por] cair [spa] caer [lat] cadere [ron] cădea [old] caer [nea] caré [old] chëoir [ang] chair [old] caer [meg] căde̯ári [dal] kadár [por] cair,*k̑ad-,nan,14,872.0,iecor,nan,
train-7e6d65eace5221b2-01,[cym] erch [gle] earc [gla] earc [lat] perca [grc] πέρκος [grc] περκαίνω [grc] περκάς [grc] περκάζω [grc] περκόομαι [san] पृशत् [grc] πρόξ [grc] προκᾰ́ς [grc] πρώξ [grc] περκνός [grc] πρακνόν [sqi] prënjkë [san] पृश्नि [mid] plš [lat] pulcher,*perḱ-,"colored, speckled",26,,kaikki,root,
train-ae1524bd3c7fe1d1-01,[txb] ṣaläṣṣäṃ* [xto] släṣ,*sel-,nan,2,5876.0,iecor,nan,
train-728c1faffffc56dc-01,[cat] cap [dan] hoved [nld] hoofd [eng] head [far] høvd [fle] hoofd [fri] holle [isl] höfuð [por] cabeça [nob] hode [spa] cabeza [swe] huvud [lat] caput [fri] cjâf [old] hovudh [elf] ovuð [ron] cap [nea] capa [lad] cef [old] chief [ang] chef [old] cabeça [meg] cap [old] cap [dal] kup [goh] houbit [old] hāved [mid] houbet [ang] hēafod [old] hôƀid [mid] hovet [old] hǫfuð [got] haubiþ [por] cabeça [mil] có [nor] hovud,*kap-,nan,36,6432.0,iecor,nan,
train-ed3d1cde6814186a-01,[gae] tar ≠ tag- [gae] thig [gae] çheet [sga] do·téit,*stei̯gʰ-,nan,4,8321.0,iecor,nan,
train-defae32b10be029b-01,[prg] gerdaut,*g⁽ʷ⁾erdʰ-,nan,1,7126.0,iecor,nan,
train-e5e9bcba94cc57dc-01,[lit] oženà [lit] oži̇̀nis [san] अजिन [lav] āzis [lit] ožỹs [lit] ožkà [prg] wosux,*h₂eǵ-,goat,7,,kaikki,root,
train-7af0705647dc52ac-01,[xcl] բոկ,*bʰosós,"bare, barefoot",1,,kaikki,adj,
train-50395ec6e69c6f0c-01,[sqi] surb [hye] հարբել [hit] 𒊭𒊏𒁉 [lav] surbt [lav] strebt [lav] strēbt [lit] srė̃bti [lit] sur̃bti [pus] روول [pus] رودل,*srebʰ-,"to sip, gulp, suck (in)",10,,kaikki,root,
train-4eb5ee4bfbf515f8-01,[gae] cos [gae] cas [sga] cos [gae] cass [gau] kokso-,*kok̑s-,nan,5,2789.0,iecor,nan,
train-0157fee7407b1013-01,[chu] чѧдь [lat] recēns [cym] bachgen [cel] -cnos [sga] cinid [san] कनीन [ave] 𐬐𐬀𐬌𐬥𐬌𐬥 [sqi] qejzë [sqi] qyrë [sqi] qytë [grc] καινός [grc] διάκονος [xcl] սկունդ [bre] kenow [cym] cenau [cym] cenaw [gla] cana [gle] cana [lat] cōnor [grc] ἐγκονέω,*ken-,"to arise, begin",23,,kaikki,root,
train-f41cf03652246ef3-01,[lav] dubra [lit] Dubrà [nor] Dovre [swe] Dovra [xto] tpär [txb] tapre,*dʰubʰrós,deep,6,,kaikki,adj,
train-7765f17174e1cffb-01,"[dan] tyk [nld] dik [eng] thick [far] tjúkkur [fle] dik [deu] dick [isl] þykkur [nob] tykk [swe] tjock [lux] déck [gae] tiugh [gae] tiubh [sga] tiug [old] thiokker [mid] teu, téo [gae] chiu [bre] téw [bre] tiw [mid] tew [old] teu [deu] dick [goh] thicki [mid] dicke [ang] þicce [old] thikki [mid] dicke [old] þykkr [mid] tew [lat] têu [nor] tjukk",*tegu-,nan,30,320.0,iecor,nan,
train-44e5f84f39aa25cf-01,[eng] hurry [lat] cursus [xto] kursär [txb] kwarsär,*ḱers-,to run,4,,kaikki,root,
train-e9261e769e9d6896-01,"[lat] unguō, ungō [xcl] աւծանեմ [san] अनक्ति [san] अञ्जस् [prg] anctan [san] अक्त [lat] unctus",*h₃engʷ-,"to smear, to anoint",7,,kaikki,root,
train-93167c1f5d016f77-01,[ave] 𐬰𐬀𐬎𐬎𐬀𐬌𐬙𐬌 [lav] zavêt [lit] žavė́ti [txb] kwā- [sqi] zulmë [xcl] ձաւնեմ [grc] καυχάομαι [san] जोहवीमि [ave] 𐬰𐬀𐬊𐬰𐬀𐬊𐬨𐬍 [san] ह्वे,*ǵʰewH-,"to call on, invoke",10,,kaikki,root,
train-401e520387097645-01,[grc] φθῐ́σῐς [san] क्षिति [lat] sitis,*dʰgʷʰéytis,"decay, destruction",3,,kaikki,noun,
train-156a08be11236d24-01,[sga] gein [gle] giniúint [lat] genimen [lat] germen [san] जनिमन् [san] जन्मन् [san] जन्म [pus] جميا,*ǵénh₁mn̥,"offspring, seed",10,,kaikki,noun,
train-68af9ab09aea064b-01,[sqi] tatë [lyc] 𐊗𐊁𐊅𐊆 [hye] տատ [hye] տատի [hye] տատա [lav] tẽtis [lav] tẽte [lit] tė̃tis [lit] tė̃tė [lit] tėtýtis [lit] tẽtē [prg] thetis [sga] data [deu] Tate [mid] teyte [isl] táta [grc] τατᾶ [grc] τέττα [san] तात [pus] دادا [lat] tata,*tata-,"dad, father",34,,kaikki,noun,
train-dc3e67ea9beffb5e-01,[grc] βραχύς,*mréǵʰus,"short, brief",1,,kaikki,adj,
train-dfcb9ccdfb79e278-01,[lit] lýgus,*lei̯g-,nan,1,7092.0,iecor,nan,
train-42d1a2ef1b81038b-01,[sin] pasa,*?*pē(n)s-,nan,1,1641.0,iecor,nan,
train-130bd25b81133650-01,[lit] ùpė [prg] ape [lav] upe [lat] upe [kam] gâl′oa [kât] gul′ava [kal] golâv [san] golâb′o [kât] gâl′ov,*h₂ep-,nan,9,7856.0,iecor,nan,
train-f453e798edda3ed0-01,[lat] tenuis,*ténh₂us,thin,1,,kaikki,adj,
train-f76037cbc82d0ef4-01,[grc] ἀλκή [lat] ulciscor [san] रक्ष्,*h₂lek-,to protect,3,,kaikki,root,
train-762d6e93db83c733-01,[pal] khudda [sin] kuḍā,*k⁽ʷ⁾seu̯d-,nan,2,4402.0,iecor,nan,
train-09a7b4cd64189930-01,[xcl] -ւ [xcl] -բ [xcl] -վ [cel] -bi [cel] -be [grc] -φι [gmy] -𐀠 [xto] -(y)āp [txb] -epi,*-bʰi,"forms adverbs with locative meaning, with instrumental meaning as nominal ending",9,,kaikki,suffix,
train-f02b8274f7436db2-01,[ita] cattivo [mil] catìf,*keh₂p-,nan,2,2196.0,iecor,nan,
train-977fca7ed1e30d76-01,[aln] det [sqi] det [sqi] deti,*dʰeu̯b-,nan,3,466.0,iecor,nan,
train-f0be64621d3cad72-01,[xcl] քաղցր [lat] suāvis,*swéh₂dus,sweet,2,,kaikki,adj,
train-9a8d90eceb9997ef-01,[nld] denken [eng] think [fle] denken [fri] tinke [deu] denken [lux] denken [goh] thenken [mid] denken [ang] þenċan [old] thenkian [mid] denken [old] thentsa [got] þagkjan,*ten⁽g̑⁾-,nan,13,322.0,iecor,nan,
train-d629faaad5389845-01,[pal] hima,"*?*g̑ʰéi̯-om, *g̑ʰ(i)i̯-ém-, *g̑ʰi-m-",nan,1,1808.0,iecor,nan,
train-582359556e171ad6-01,[san] सस्,*ses-,"to rest, to sleep",1,,kaikki,root,
train-b4274b29ee748463-01,[chu] rogŭ [prg] ragis [lav] rags [pol] róg [rus] rog [ces] roh [hbs] rog [ukr] rìg [bel] rog [sor] róh [sor] rog [slk] rog [slk] roh [mkd] rog [bul] rog [pol] rüg [kas] róg [lit] rãgas [lat] rogs [old] róg [old] roh [rus] r′ïɣ [mkd] ròk [mkd] ròk [slk] rog [slk] rúg,*(H)regʰ-,nan,26,2458.0,iecor,nan,
train-ebe0c588de635358-01,[txb] tute,*dʰeu̯H-,nan,1,5881.0,iecor,nan,
train-edcbe41afeef0647-01,[san] pṛthivī́,*pleth₂-,nan,1,6681.0,iecor,nan,
train-d48966f4cd2ddf9e-01,"[mid] cannaff, canaff [bre] kann, kann- [bre] 'n om gannã, gann-",*(s)kend-,nan,3,1091.0,iecor,nan,
train-be45cc42a33b397a-01,[sar] zukht,*?*g̑ʰei̯-,nan,1,9402.0,iecor,nan,
train-d08b08306a602729-01,[mkd] crn drob [bul] čeren drob,*dʰrebʰ-,nan,2,1153.0,iecor,nan,
train-6b5b29f6cc31fa0c-01,[gaw] rān,*h₃reg̑-,nan,1,8746.0,iecor,nan,
train-8caf072f740a1044-01,[hye] գործ [lav] var̂za [lit] váržas [ave] 𐬬𐬀𐬭𐬆𐬰𐬆𐬨 [xto] wark,*wérǵom,work,5,,kaikki,noun,
train-fdae538b2d9f489c-01,[lat] vēscor [hit] wesiyattari [xto] wäsri [hit] wēsi- [hit] wastara- [ave] 𐬬𐬁𐬯𐬙𐬀𐬭 [ave] 𐬬𐬁𐬯𐬙𐬭𐬀,*wes-,"to graze, consume, eat",7,,kaikki,root,
train-17428eb3b4e9843f-01,[par] niγundēd [khw] manγundeda [sog] ptīγunt,*?*gʰeu̯dʰ-,nan,3,8391.0,iecor,nan,
train-4f11f21770f47d5c-01,[grc] ἄγχω [lat] angō [lat] angustus [lat] ānxius [sqi] angësht [xcl] անձաւ [grc] ἀγχοῦ [grc] ἄγχι,*h₂enǵʰ-,"to constrict, tighten, compress, narrow, tight, distressed, anxious",8,,kaikki,root,
train-0fa3c13ad72a1ee5-01,[grc] πέος [san] पसस् [hit] 𒇽𒀸 [hit] 𒁉𒌍𒈾𒀸 [lat] pēnis [ang] fæsl [deu] Fasel [non] fǫsull,*pes-,penis,8,,kaikki,root,
train-e24fd4c240e87fe9-01,[hye] եզ [sga] ag,*h₂eǵʰ-,cow,2,,kaikki,noun,
train-301da6a16f8c0df2-01,[sga] -sestar [grc] ἕστηκᾰ [san] तस्थौ [lat] stetī,*stestóh₂e,to be standing,4,,kaikki,verb,
train-670291159c5ddb08-01,[sqi] mi [hye] մուկ [grc] μῦς [lat] mūs,*múHs,mouse,5,,kaikki,noun,
train-0520838e85f307f1-01,[hit] ištamašš- [xlu] tūmmanti(ya)-,*steh₃-,nan,2,4381.0,iecor,nan,
train-3a305768dfbbf43c-01,[hit] 𒋼𒊑𒅁𒍣 [grc] ἔτραπον [grc] τρέπω [san] त्रपते [grc] τροπέω,*trep-,to turn,5,,kaikki,root,
train-614d64d3a206faa2-01,[dan] se [nld] zien [eng] see [far] síggja [fle] zien [fri] sjen [deu] sehen [isl] sjá [nob] se [swe] se [lux] gesinn [elf] sją̊ [old] sea [deu] gseh [goh] sehan [old] siā [mid] sehen [ang] sēon [old] sehan [mid] sien [old] sjá [got] saiƕan [nor] sjå,*?*sekʷ-,nan,23,288.0,iecor,nan,
train-3a0af22561968bfc-01,[hit] kappi- / kappai-,*kemb-,nan,1,121.0,iecor,nan,
train-74d6c9d65496e705-01,[bre] c'hwerv [cym] chwerw [gle] searbh [gla] searbh [deu] Schwäre [cym] chwarren [ave] 𐬓𐬀𐬭𐬀,*swer-,"to ache, to fester, wound; injury",7,,kaikki,root,
train-cb6a05a39d62f32f-01,[grc] χανδάνω [lat] praehendō [lat] praeda [lat] hedera,*gʰed-,"to find, to hold, to seize, to take",4,,kaikki,root,
train-7fa735bbad99924f-01,[gae] deigh [hit] eka- [gae] leac oighir [sga] aig [gau] iag(o)- [mid] ia [vâs] üz′ü,*i̯eg̑-,nan,7,2741.0,iecor,nan,
train-d053ce030e454f96-01,[sqi] përposh [sqi] poshtë [hit] 𒄊𒀸 [lyc] 𐊓𐊁𐊅𐊁 [xlu] 𒉺𒋫𒀀𒀸 [xcl] ոտն [gle] aníos [gle] síos [gle] thíos [gla] nìos [gla] shìos [gla] sìos [ell] πόδι [lat] pēs [xto] pe [txb] paiyye,*pṓds,foot,18,,kaikki,noun,
train-7185833cf8c76a85-01,[lit] tar̃ti,*ter-,nan,1,5250.0,iecor,nan,
train-401848a82d192126-01,[san] तिष्ठति [fas] ایستادن [lat] sistō,*stísteh₂ti,"to be standing up, to be getting up",3,,kaikki,verb,
train-0734d182fc7365f0-01,[xcl] երկի- [ell] δι- [ell] δί- [lat] bi- [lat] du- [san] द्वि [sqi] degë,*dwi-,"two, apart, asunder",7,,kaikki,prefix,
train-6c23de1cac6c3ed2-01,[mai] ujjar [mag] ujjar [gaw] uzala,*g̑u̯elH-,nan,3,4646.0,iecor,nan,
train-c3dbe2ac3abc695c-01,[khw] šaγar,*g⁽ʷ⁾elH-,nan,1,8713.0,iecor,nan,
